Vaccine,Geography.Type,Geography,Survey.Year.Influenza.Season,Dimension.Type,Dimension,Estimate....,X95..CI....,Sample.Size,State
Influenza,States,Connecticut,2016,Race and Ethnicity,"Black, Non-Hispanic",63.8,58.2 to 69.1,313,CT
Influenza,States,Connecticut,2016,Race and Ethnicity,Hispanic,70.4,65.3 to 75.2,344,CT
Influenza,States,Connecticut,2016,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",70.4,65.1 to 75.3,320,CT
Influenza,States,Connecticut,2015,Age,>=18 Years,66.5,62.5 to 70.3,1001,CT
Influenza,States,Connecticut,2015,Age,18-24 Years,56.9,47.4 to 66.0,183,CT
Influenza,States,Connecticut,2015,Age,25-34 Years,68.1,62.9 to 73.0,601,CT
Influenza,States,Connecticut,2015,Age,>=35 Years,69.6,60.7 to 77.6,217,CT
Influenza,States,Connecticut,2015,Race and Ethnicity,"White, Non-Hispanic",65.1,58.6 to 71.2,238,CT
Influenza,States,Connecticut,2015,Race and Ethnicity,"Black, Non-Hispanic",62.4,56.1 to 68.4,253,CT
Influenza,States,Connecticut,2015,Race and Ethnicity,Hispanic,70.0,64.1 to 75.5,274,CT
Influenza,States,Connecticut,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",72.8,66.6 to 78.4,236,CT
Influenza,States,Connecticut,2018,Age,>=18 Years,70.3,67.0 to 73.5,1398,CT
Influenza,States,Connecticut,2018,Age,18-24 Years,69.3,60.5 to 77.2,245,CT
Influenza,States,Connecticut,2018,Age,25-34 Years,70.9,66.5 to 75.0,813,CT
Influenza,States,Connecticut,2018,Age,>=35 Years,69.7,63.0 to 75.8,340,CT
Influenza,States,Connecticut,2018,Race and Ethnicity,"White, Non-Hispanic",73.3,67.5 to 78.6,291,CT
Influenza,States,Connecticut,2018,Race and Ethnicity,"Black, Non-Hispanic",60.7,55.1 to 66.1,348,CT
Influenza,States,Connecticut,2018,Race and Ethnicity,Hispanic,67.3,62.2 to 72.1,443,CT
Influenza,States,Connecticut,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",74.3,69.1 to 79.0,316,CT
Influenza,States,Connecticut,2019,Age,25-34 Years,74.0,69.7 to 77.9,717,CT
Influenza,States,Connecticut,2019,Age,>=35 Years,83.3,77.6 to 88.0,284,CT
Influenza,States,Connecticut,2019,Race and Ethnicity,"White, Non-Hispanic",79.8,74.2 to 84.6,257,CT
Influenza,States,Connecticut,2019,Race and Ethnicity,"Black, Non-Hispanic",60.3,54.2 to 66.2,269,CT
Influenza,States,Connecticut,2019,Race and Ethnicity,Hispanic,72.3,67.4 to 76.8,386,CT
Influenza,States,Connecticut,2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",72.1,66.2 to 77.5,257,CT
Influenza,States,Georgia,2013,Race and Ethnicity,"White, Non-Hispanic",29.6,22.2 to 37.8,307,GA
Influenza,States,Georgia,2013,Race and Ethnicity,"Black, Non-Hispanic",16.6,10.2 to 24.8,302,GA
Influenza,States,Georgia,2013,Race and Ethnicity,Hispanic,NR*,NR*,59,GA
Influenza,States,Georgia,2013,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,36,GA
Influenza,States,Georgia,2013,Age,>=35 Years,20.1,9.7 to 34.6,84,GA
Influenza,States,Georgia,2021,Age,>=18 Years,38.4,33.9 to 43.0,769,GA
Influenza,States,Georgia,2021,Age,18-24 Years,27.4,18.4 to 38.0,146,GA
Influenza,States,Georgia,2021,Age,25-34 Years,40.2,34.4 to 46.3,440,GA
Influenza,States,Georgia,2021,Age,>=35 Years,44.2,34.1 to 54.7,183,GA
Influenza,States,Georgia,2021,Race and Ethnicity,"White, Non-Hispanic",47.9,40.6 to 55.3,299,GA
Influenza,States,Georgia,2021,Race and Ethnicity,"Black, Non-Hispanic",23.3,17.1 to 30.5,299,GA
Influenza,States,Georgia,2021,Race and Ethnicity,Hispanic,42.3,30.5 to 54.8,117,GA
Influenza,States,Georgia,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,49,GA
Influenza,States,Georgia,2013,Age,>=18 Years,23.4,18.7 to 28.6,707,GA
Influenza,States,Georgia,2013,Age,18-24 Years,14.7,8.3 to 23.4,247,GA
Influenza,States,Georgia,2013,Age,25-34 Years,29.3,22.4 to 37.0,376,GA
Influenza,States,Georgia,2018,Age,>=18 Years,40.3,35.7 to 45.1,738,GA
Influenza,States,Georgia,2018,Age,18-24 Years,29.3,21.5 to 38.1,198,GA
Influenza,States,Georgia,2018,Age,25-34 Years,45.3,38.9 to 51.9,407,GA
Influenza,States,Georgia,2018,Age,>=35 Years,42.0,31.0 to 53.6,133,GA
Influenza,States,Georgia,2018,Race and Ethnicity,"White, Non-Hispanic",48.8,41.6 to 56.1,289,GA
Influenza,States,Georgia,2018,Race and Ethnicity,"Black, Non-Hispanic",24.7,17.9 to 32.5,283,GA
Influenza,States,Georgia,2018,Race and Ethnicity,Hispanic,43.5,32.2 to 55.3,120,GA
Influenza,States,Georgia,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,42,GA
Influenza,States,Georgia,2017,Age,>=18 Years,42.0,37.4 to 46.7,921,GA
Influenza,States,Georgia,2017,Age,18-24 Years,33.5,24.5 to 43.5,182,GA
Influenza,States,Georgia,2017,Age,25-34 Years,45.6,39.5 to 51.8,530,GA
Influenza,States,Georgia,2017,Age,>=35 Years,40.8,29.8 to 52.5,209,GA
Influenza,States,Georgia,2017,Race and Ethnicity,"White, Non-Hispanic",47.6,40.3 to 55.0,349,GA
Influenza,States,Georgia,2017,Race and Ethnicity,"Black, Non-Hispanic",33.4,25.8 to 41.7,399,GA
Influenza,States,Georgia,2017,Race and Ethnicity,Hispanic,39.0,28.2 to 50.7,122,GA
Influenza,States,Georgia,2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,50,GA
Influenza,States,Georgia,2019,Age,>=18 Years,40.2,35.8 to 44.8,771,GA
Influenza,States,Georgia,2019,Age,18-24 Years,25.3,17.5 to 34.4,182,GA
Influenza,States,Georgia,2019,Age,25-34 Years,42.4,36.4 to 48.5,430,GA
Influenza,States,Georgia,2019,Age,>=35 Years,53.5,42.9 to 63.9,159,GA
Influenza,States,Georgia,2019,Race and Ethnicity,"White, Non-Hispanic",50.1,43.0 to 57.2,310,GA
Influenza,States,Georgia,2019,Race and Ethnicity,"Black, Non-Hispanic",26.6,20.3 to 33.7,313,GA
Influenza,States,Georgia,2019,Race and Ethnicity,Hispanic,45.7,32.9 to 58.9,104,GA
Influenza,States,Georgia,2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,41,GA
Influenza,States,Wisconsin,2018,Age,>=18 Years,63.8,59.4 to 68.0,1021,WI
Influenza,States,Wisconsin,2018,Age,18-24 Years,56.8,46.7 to 66.5,262,WI
Influenza,States,Wisconsin,2018,Age,25-34 Years,65.9,60.4 to 71.1,613,WI
Influenza,States,Wisconsin,2018,Age,>=35 Years,64.8,53.3 to 75.2,146,WI
Influenza,States,Wisconsin,2018,Race and Ethnicity,"White, Non-Hispanic",63.2,57.2 to 69.0,290,WI
Influenza,States,Wisconsin,2018,Race and Ethnicity,"Black, Non-Hispanic",58.1,53.0 to 63.0,391,WI
Influenza,States,Wisconsin,2018,Race and Ethnicity,Hispanic,72.1,64.2 to 79.1,152,WI
Influenza,States,Wisconsin,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",65.8,57.8 to 73.2,185,WI
Influenza,States,Wisconsin,2016,Age,>=18 Years,70.2,66.1 to 74.0,1197,WI
Influenza,States,Wisconsin,2016,Age,18-24 Years,61.9,51.7 to 71.4,288,WI
Influenza,States,Wisconsin,2016,Age,25-34 Years,71.6,66.6 to 76.3,728,WI
Influenza,States,Wisconsin,2016,Age,>=35 Years,74.1,63.6 to 82.9,181,WI
Influenza,States,Wisconsin,2016,Race and Ethnicity,"White, Non-Hispanic",71.0,65.5 to 76.1,327,WI
Influenza,States,Wisconsin,2016,Race and Ethnicity,"Black, Non-Hispanic",64.6,58.9 to 70.0,479,WI
Influenza,States,Wisconsin,2016,Race and Ethnicity,Hispanic,71.3,63.3 to 78.4,163,WI
Influenza,States,Wisconsin,2016,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",69.4,61.6 to 76.4,226,WI
Influenza,States,Wisconsin,2019,Age,>=18 Years,68.4,64.0 to 72.6,823,WI
Influenza,States,Wisconsin,2019,Age,18-24 Years,65.7,54.9 to 75.4,174,WI
Influenza,States,Wisconsin,2019,Age,25-34 Years,68.7,63.1 to 73.9,506,WI
Influenza,States,Wisconsin,2019,Age,>=35 Years,70.4,59.0 to 80.2,143,WI
Influenza,States,Wisconsin,2019,Race and Ethnicity,"White, Non-Hispanic",70.0,63.9 to 75.6,279,WI
Influenza,States,Wisconsin,2019,Race and Ethnicity,"Black, Non-Hispanic",53.3,46.4 to 60.1,229,WI
Influenza,States,Wisconsin,2019,Race and Ethnicity,Hispanic,73.0,65.2 to 79.9,158,WI
Influenza,States,Wisconsin,2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",68.8,60.5 to 76.3,157,WI
Influenza,States,Wisconsin,2017,Age,>=18 Years,66.3,62.3 to 70.2,1300,WI
Influenza,States,Wisconsin,2017,Age,18-24 Years,61.6,52.4 to 70.2,402,WI
Influenza,States,Wisconsin,2017,Age,25-34 Years,68.9,63.9 to 73.6,731,WI
Influenza,States,Wisconsin,2017,Age,>=35 Years,61.0,49.4 to 71.8,167,WI
Influenza,States,Wisconsin,2017,Race and Ethnicity,"White, Non-Hispanic",67.3,61.8 to 72.5,329,WI
Influenza,States,Wisconsin,2017,Race and Ethnicity,"Black, Non-Hispanic",56.3,51.0 to 61.5,560,WI
Influenza,States,Wisconsin,2017,Race and Ethnicity,Hispanic,64.2,56.4 to 71.5,169,WI
Influenza,States,Wisconsin,2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",72.8,65.9 to 79.0,237,WI
Influenza,States,Wisconsin,2021,Race and Ethnicity,"White, Non-Hispanic",68.4,61.8 to 74.5,242,WI
Influenza,States,Wisconsin,2021,Race and Ethnicity,"Black, Non-Hispanic",44.7,37.4 to 52.2,208,WI
Influenza,States,Wisconsin,2021,Race and Ethnicity,Hispanic,60.2,51.8 to 68.2,153,WI
Influenza,States,Wisconsin,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",70.9,62.6 to 78.3,142,WI
Tdap,States,Wisconsin,2021,Race and Ethnicity,"White, Non-Hispanic",80.0,73.8 to 85.3,234,WI
Tdap,States,Wisconsin,2021,Race and Ethnicity,"Black, Non-Hispanic",73.4,65.9 to 80.0,189,WI
Tdap,States,Wisconsin,2021,Race and Ethnicity,Hispanic,83.2,75.6 to 89.2,136,WI
Tdap,States,Wisconsin,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",85.0,77.4 to 90.8,130,WI
Influenza,States,Wisconsin,2021,Age,>=18 Years,65.4,60.7 to 69.9,746,WI
Influenza,States,Wisconsin,2021,Age,18-24 Years,49.3,36.8 to 61.8,134,WI
Influenza,States,Wisconsin,2021,Age,25-34 Years,67.9,61.9 to 73.5,451,WI
Influenza,States,Wisconsin,2021,Age,>=35 Years,68.4,58.1 to 77.6,161,WI
Tdap,States,Wisconsin,2021,Age,>=18 Years,80.1,75.6 to 84.1,690,WI
Tdap,States,Wisconsin,2021,Age,18-24 Years,69.7,55.8 to 81.4,114,WI
Tdap,States,Wisconsin,2021,Age,25-34 Years,83.3,77.6 to 88.0,421,WI
Tdap,States,Wisconsin,2021,Age,>=35 Years,76.7,66.6 to 85.0,155,WI
Influenza,States,Wisconsin,2015,Age,>=18 Years,64.5,60.3 to 68.6,1369,WI
Influenza,States,Wisconsin,2015,Age,18-24 Years,51.8,42.2 to 61.3,403,WI
Influenza,States,Wisconsin,2015,Age,25-34 Years,66.0,60.7 to 71.0,765,WI
Influenza,States,Wisconsin,2015,Age,>=35 Years,76.4,66.4 to 84.7,201,WI
Influenza,States,Wisconsin,2013,Age,>=18 Years,65.7,61.6 to 69.7,1422,WI
Influenza,States,Wisconsin,2013,Age,18-24 Years,59.0,50.5 to 67.1,485,WI
Influenza,States,Wisconsin,2013,Age,25-34 Years,70.6,65.6 to 75.3,790,WI
Influenza,States,Wisconsin,2013,Age,>=35 Years,51.9,38.5 to 65.1,147,WI
Influenza,States,Wisconsin,2013,Race and Ethnicity,"White, Non-Hispanic",67.1,61.6 to 72.3,355,WI
Influenza,States,Wisconsin,2013,Race and Ethnicity,"Black, Non-Hispanic",55.5,50.9 to 60.0,640,WI
Influenza,States,Wisconsin,2013,Race and Ethnicity,Hispanic,66.7,59.5 to 73.3,197,WI
Influenza,States,Wisconsin,2013,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",63.5,55.4 to 71.1,228,WI
Influenza,States,Wisconsin,2015,Race and Ethnicity,"White, Non-Hispanic",64.5,58.8 to 69.9,335,WI
Influenza,States,Wisconsin,2015,Race and Ethnicity,"Black, Non-Hispanic",60.4,55.7 to 64.9,626,WI
Influenza,States,Wisconsin,2015,Race and Ethnicity,Hispanic,64.6,57.3 to 71.4,197,WI
Influenza,States,Wisconsin,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",69.6,61.6 to 76.8,208,WI
Influenza,States,Wisconsin,2014,Age,>=18 Years,65.5,61.4 to 69.4,1385,WI
Influenza,States,Wisconsin,2014,Age,18-24 Years,54.9,45.9 to 63.7,426,WI
Influenza,States,Wisconsin,2014,Age,25-34 Years,68.5,63.6 to 73.2,795,WI
Influenza,States,Wisconsin,2014,Age,>=35 Years,68.6,56.5 to 79.1,164,WI
Influenza,States,Wisconsin,2014,Race and Ethnicity,"White, Non-Hispanic",64.8,59.3 to 70.0,338,WI
Influenza,States,Wisconsin,2014,Race and Ethnicity,"Black, Non-Hispanic",62.3,57.8 to 66.7,623,WI
Influenza,States,Wisconsin,2014,Race and Ethnicity,Hispanic,69.3,62.2 to 75.8,190,WI
Influenza,States,Wisconsin,2014,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",70.5,62.9 to 77.3,231,WI
Tdap,States,Wisconsin,2016,Age,>=18 Years,81.2,77.6 to 84.5,1105,WI
Tdap,States,Wisconsin,2015,Age,>=18 Years,68.2,63.8 to 72.4,1160,WI
Tdap,States,Wisconsin,2014,Age,>=18 Years,60.5,56.1 to 64.7,1203,WI
Tdap,States,Wisconsin,2013,Age,>=18 Years,43.3,38.9 to 47.8,1198,WI
Tdap,States,Wisconsin,2012,Age,>=18 Years,18.8,15.4 to 22.5,1208,WI
Tdap,States,Wisconsin,2020,Age,>=18 Years,81.7,78.5 to 84.6,1498,WI
Tdap,States,Wisconsin,2019,Age,>=18 Years,77.9,73.6 to 81.8,755,WI
Tdap,States,Wisconsin,2017,Age,>=18 Years,78.1,74.3 to 81.5,1200,WI
Tdap,States,Wisconsin,2018,Age,>=18 Years,78.8,74.9 to 82.4,941,WI
Tdap,States,Wisconsin,2016,Age,18-24 Years,79.2,69.7 to 86.8,269,WI
Tdap,States,Wisconsin,2017,Age,18-24 Years,78.0,69.4 to 85.1,373,WI
Tdap,States,Wisconsin,2015,Age,18-24 Years,58.8,48.2 to 68.8,342,WI
Tdap,States,Wisconsin,2014,Age,18-24 Years,44.9,35.6 to 54.5,360,WI
Tdap,States,Wisconsin,2013,Age,18-24 Years,44.4,35.2 to 53.9,398,WI
Tdap,States,Wisconsin,2012,Age,18-24 Years,18.3,11.7 to 26.6,410,WI
Tdap,States,Wisconsin,2020,Age,18-24 Years,76.1,67.5 to 83.4,320,WI
Tdap,States,Wisconsin,2012,Age,25-34 Years,20.3,15.9 to 25.3,638,WI
Tdap,States,Wisconsin,2018,Age,18-24 Years,73.3,63.2 to 81.9,236,WI
Tdap,States,Wisconsin,2019,Age,18-24 Years,74.2,63.3 to 83.2,153,WI
Tdap,States,Wisconsin,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",82.6,77.5 to 87.0,582,WI
Tdap,States,Wisconsin,2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",78.7,70.5 to 85.5,143,WI
Tdap,States,Wisconsin,2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",80.1,73.4 to 85.7,218,WI
Tdap,States,Wisconsin,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",76.6,68.8 to 83.2,168,WI
Tdap,States,Wisconsin,2016,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",80.9,73.6 to 86.9,208,WI
Tdap,States,Wisconsin,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",63.5,54.4 to 72.0,177,WI
Tdap,States,Wisconsin,2014,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",60.4,51.8 to 68.6,199,WI
Tdap,States,Wisconsin,2020,Race and Ethnicity,Hispanic,85.4,80.1 to 89.7,280,WI
Tdap,States,Wisconsin,2013,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",35.8,27.7 to 44.5,198,WI
Tdap,States,Wisconsin,2012,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",23.6,16.8 to 31.6,186,WI
Tdap,States,Wisconsin,2019,Race and Ethnicity,Hispanic,82.7,75.5 to 88.5,144,WI
Tdap,States,Wisconsin,2018,Race and Ethnicity,Hispanic,82.7,75.1 to 88.8,131,WI
Tdap,States,Wisconsin,2017,Race and Ethnicity,Hispanic,78.5,70.6 to 85.1,138,WI
Tdap,States,Wisconsin,2016,Race and Ethnicity,Hispanic,83.2,76.0 to 88.9,146,WI
Tdap,States,Wisconsin,2019,Race and Ethnicity,"Black, Non-Hispanic",68.8,61.6 to 75.4,198,WI
Tdap,States,Wisconsin,2020,Race and Ethnicity,"Black, Non-Hispanic",69.6,63.7 to 75.1,269,WI
Tdap,States,Wisconsin,2015,Race and Ethnicity,"Black, Non-Hispanic",56.8,51.7 to 61.8,530,WI
Tdap,States,Wisconsin,2015,Race and Ethnicity,Hispanic,64.2,55.9 to 72.0,153,WI
Tdap,States,Wisconsin,2014,Race and Ethnicity,Hispanic,56.8,48.6 to 64.8,153,WI
Tdap,States,Wisconsin,2013,Race and Ethnicity,Hispanic,39.8,32.1 to 47.9,162,WI
Tdap,States,Wisconsin,2012,Race and Ethnicity,Hispanic,18.5,12.8 to 25.4,168,WI
Tdap,States,Wisconsin,2020,Age,25-34 Years,83.1,79.1 to 86.6,924,WI
Tdap,States,Wisconsin,2019,Age,25-34 Years,80.3,75.0 to 84.9,469,WI
Tdap,States,Wisconsin,2015,Age,25-34 Years,71.8,66.3 to 76.8,656,WI
Tdap,States,Wisconsin,2012,Age,>=35 Years,13.8,6.9 to 23.7,160,WI
Tdap,States,Wisconsin,2014,Age,>=35 Years,59.8,46.6 to 72.0,142,WI
Tdap,States,Wisconsin,2013,Age,>=35 Years,41.0,27.3 to 55.8,122,WI
Tdap,States,Wisconsin,2016,Age,25-34 Years,81.6,77.0 to 85.6,672,WI
Tdap,States,Wisconsin,2013,Age,25-34 Years,43.4,37.9 to 49.0,678,WI
Tdap,States,Wisconsin,2014,Age,25-34 Years,65.7,60.5 to 70.7,701,WI
Tdap,States,Wisconsin,2017,Age,25-34 Years,81.1,76.6 to 85.1,673,WI
Tdap,States,Wisconsin,2018,Age,25-34 Years,81.2,76.4 to 85.4,568,WI
Tdap,States,Wisconsin,2020,Age,>=35 Years,80.8,72.5 to 87.5,254,WI
Tdap,States,Wisconsin,2015,Age,>=35 Years,67.5,56.3 to 77.4,162,WI
Tdap,States,Wisconsin,2012,Race and Ethnicity,"Black, Non-Hispanic",17.7,14.2 to 21.7,555,WI
Tdap,States,Wisconsin,2016,Race and Ethnicity,"Black, Non-Hispanic",73.4,67.8 to 78.5,438,WI
Tdap,States,Wisconsin,2014,Race and Ethnicity,"Black, Non-Hispanic",51.4,46.3 to 56.5,527,WI
Tdap,States,Wisconsin,2013,Race and Ethnicity,"Black, Non-Hispanic",32.3,27.7 to 37.2,524,WI
Tdap,States,Wisconsin,2016,Age,>=35 Years,82.2,72.3 to 89.7,164,WI
Tdap,States,Wisconsin,2017,Age,>=35 Years,64.3,52.1 to 75.2,154,WI
Tdap,States,Wisconsin,2018,Age,>=35 Years,76.3,65.4 to 85.1,137,WI
Tdap,States,Wisconsin,2019,Age,>=35 Years,72.6,60.9 to 82.4,133,WI
Tdap,States,Wisconsin,2016,Race and Ethnicity,"White, Non-Hispanic",82.0,77.1 to 86.3,311,WI
Tdap,States,Wisconsin,2017,Race and Ethnicity,"White, Non-Hispanic",78.6,73.5 to 83.1,317,WI
Tdap,States,Wisconsin,2015,Race and Ethnicity,"White, Non-Hispanic",70.6,64.7 to 76.0,298,WI
Tdap,States,Wisconsin,2014,Race and Ethnicity,"White, Non-Hispanic",61.9,56.2 to 67.3,321,WI
Tdap,States,Wisconsin,2013,Race and Ethnicity,"White, Non-Hispanic",45.8,39.9 to 51.7,313,WI
Tdap,States,Wisconsin,2012,Race and Ethnicity,"White, Non-Hispanic",18.5,14.2 to 23.5,299,WI
Tdap,States,Wisconsin,2018,Race and Ethnicity,"Black, Non-Hispanic",67.8,62.8 to 72.5,368,WI
Tdap,States,Wisconsin,2017,Race and Ethnicity,"Black, Non-Hispanic",72.5,67.4 to 77.2,522,WI
Tdap,States,Wisconsin,2020,Race and Ethnicity,"White, Non-Hispanic",82.8,78.4 to 86.7,364,WI
Tdap,States,Wisconsin,2019,Race and Ethnicity,"White, Non-Hispanic",78.4,72.6 to 83.5,270,WI
Tdap,States,Wisconsin,2018,Race and Ethnicity,"White, Non-Hispanic",80.0,74.5 to 84.7,271,WI
Influenza,States,Wisconsin,2022,Age,>=18 Years,60.0,55.5 to 64.4,802,WI
Influenza,States,Wisconsin,2022,Age,>=35 Years,74.3,65.1 to 82.2,163,WI
Tdap,States,Wisconsin,2022,Age,>=18 Years,78.2,74.1 to 81.9,750,WI
Tdap,States,Wisconsin,2022,Age,>=35 Years,85.3,76.7 to 91.6,150,WI
Influenza,States,Wisconsin,2022,Age,18-24 Years,49.8,38.7 to 60.9,159,WI
Influenza,States,Wisconsin,2022,Age,25-34 Years,57.5,51.6 to 63.2,480,WI
Tdap,States,Wisconsin,2022,Age,18-24 Years,74.8,63.8 to 83.9,149,WI
Tdap,States,Wisconsin,2022,Age,25-34 Years,76.6,71.2 to 81.4,451,WI
Influenza,States,Wisconsin,2022,Race and Ethnicity,"White, Non-Hispanic",60.6,54.4 to 66.6,267,WI
Influenza,States,Wisconsin,2022,Race and Ethnicity,"Black, Non-Hispanic",47.0,39.9 to 54.2,212,WI
Influenza,States,Wisconsin,2022,Race and Ethnicity,Hispanic,60.5,52.5 to 68.1,165,WI
Influenza,States,Wisconsin,2022,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",67.4,59.2 to 74.9,157,WI
Tdap,States,Wisconsin,2022,Race and Ethnicity,"White, Non-Hispanic",79.6,74.0 to 84.5,255,WI
Tdap,States,Wisconsin,2022,Race and Ethnicity,"Black, Non-Hispanic",61.8,54.3 to 68.9,201,WI
Tdap,States,Wisconsin,2022,Race and Ethnicity,Hispanic,82.4,75.3 to 88.1,154,WI
Tdap,States,Wisconsin,2022,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",77.8,69.8 to 84.5,139,WI
Influenza,States,Delaware,2020,Age,>=18 Years,62.9,59.2 to 66.5,825,DE
Influenza,States,Delaware,2012,Age,18-24 Years,33.4,27.8 to 39.3,288,DE
Influenza,States,Delaware,2012,Age,>=18 Years,41.6,38.4 to 44.8,981,DE
Influenza,States,Delaware,2020,Age,18-24 Years,51.1,41.9 to 60.3,140,DE
Influenza,States,Delaware,2020,Age,25-34 Years,64.2,59.4 to 68.8,505,DE
Influenza,States,Delaware,2020,Age,>=35 Years,71.1,63.5 to 77.9,180,DE
Influenza,States,Delaware,2012,Age,>=35 Years,39.4,31.4 to 47.8,157,DE
Influenza,States,Delaware,2012,Age,25-34 Years,46.9,42.5 to 51.3,536,DE
Influenza,States,Delaware,2020,Race and Ethnicity,"Black, Non-Hispanic",54.4,46.4 to 62.2,196,DE
Influenza,States,Delaware,2012,Race and Ethnicity,Hispanic,57.8,48.2 to 66.9,120,DE
Influenza,States,Delaware,2012,Race and Ethnicity,"Black, Non-Hispanic",28.3,22.3 to 35.0,230,DE
Influenza,States,Delaware,2020,Race and Ethnicity,"White, Non-Hispanic",65.9,60.8 to 70.8,421,DE
Influenza,States,Delaware,2012,Race and Ethnicity,"White, Non-Hispanic",43.3,39.1 to 47.5,575,DE
Influenza,States,Delaware,2012,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",46.8,32.9 to 61.1,54,DE
Influenza,States,Delaware,2020,Race and Ethnicity,Hispanic,65.1,55.5 to 73.8,129,DE
Influenza,States,Delaware,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",67.1,54.2 to 78.3,78,DE
Influenza,States,Vermont,2017,Age,>=18 Years,70.1,66.6 to 73.4,819,VT
Influenza,States,Vermont,2017,Age,18-24 Years,65.4,55.2 to 74.7,108,VT
Influenza,States,Vermont,2017,Age,25-34 Years,70.6,66.3 to 74.7,534,VT
Influenza,States,Vermont,2017,Age,>=35 Years,72.2,64.5 to 79.0,177,VT
Influenza,States,Vermont,2017,Race and Ethnicity,"White, Non-Hispanic",69.9,66.3 to 73.4,747,VT
Influenza,States,Vermont,2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",72.0,59.4 to 82.5,72,VT
Influenza,States,Vermont,2018,Age,>=18 Years,67.8,64.4 to 71.0,854,VT
Influenza,States,Vermont,2018,Age,18-24 Years,55.7,45.3 to 65.8,112,VT
Influenza,States,Vermont,2018,Age,25-34 Years,70.9,66.9 to 74.7,552,VT
Influenza,States,Vermont,2018,Age,>=35 Years,68.2,61.0 to 74.8,190,VT
Influenza,States,Vermont,2018,Race and Ethnicity,"White, Non-Hispanic",67.3,63.8 to 70.7,790,VT
Influenza,States,Vermont,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",73.7,60.0 to 84.7,64,VT
Influenza,States,Vermont,2016,Age,>=18 Years,65.9,62.6 to 69.1,889,VT
Influenza,States,Vermont,2016,Age,18-24 Years,52.2,43.7 to 60.6,152,VT
Influenza,States,Vermont,2016,Age,25-34 Years,67.3,63.0 to 71.4,544,VT
Influenza,States,Vermont,2016,Age,>=35 Years,74.5,67.5 to 80.7,193,VT
Influenza,States,Vermont,2016,Race and Ethnicity,"White, Non-Hispanic",65.7,62.2 to 69.1,814,VT
Influenza,States,Vermont,2016,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",67.9,56.0 to 78.3,75,VT
Influenza,States,Vermont,2019,Age,>=18 Years,72.4,68.9 to 75.7,765,VT
Influenza,States,Vermont,2019,Age,18-24 Years,59.3,48.9 to 69.2,104,VT
Influenza,States,Vermont,2019,Age,25-34 Years,74.3,70.1 to 78.2,504,VT
Influenza,States,Vermont,2019,Age,>=35 Years,77.2,69.6 to 83.7,157,VT
Influenza,States,Vermont,2019,Race and Ethnicity,"White, Non-Hispanic",71.4,67.7 to 74.9,694,VT
Influenza,States,Vermont,2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",81.5,69.7 to 90.2,71,VT
Influenza,States,Vermont,2013,Age,18-24 Years,61.4,53.6 to 68.8,193,VT
Influenza,States,Vermont,2013,Age,25-34 Years,65.3,61.2 to 69.3,575,VT
Influenza,States,Vermont,2013,Age,>=35 Years,71.3,63.5 to 78.3,164,VT
Influenza,States,Vermont,2013,Age,>=18 Years,65.5,62.2 to 68.7,932,VT
Influenza,States,Vermont,2021,Race and Ethnicity,"White, Non-Hispanic",69.3,66.0 to 72.4,864,VT
